Index,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,id,outlier
7904,35.0,75.0,55.0,100.0,86.0,85.0,66.0,55.0,100.0,36.0,87.0,7.0,37.0,0.0,0.0,22.0,8786.0,0
7905,100.0,100.0,91.0,90.0,76.0,75.0,62.0,60.0,44.0,45.0,29.0,30.0,15.0,15.0,0.0,0.0,8787.0,0
7906,83.0,100.0,0.0,91.0,54.0,66.0,100.0,34.0,68.0,0.0,5.0,11.0,11.0,48.0,38.0,85.0,8788.0,0
7907,1.0,64.0,29.0,100.0,34.0,79.0,28.0,32.0,0.0,1.0,8.0,0.0,54.0,2.0,100.0,2.0,8789.0,0
7908,67.0,96.0,7.0,83.0,66.0,56.0,100.0,23.0,34.0,0.0,0.0,30.0,24.0,68.0,24.0,100.0,8791.0,0
7909,0.0,96.0,45.0,100.0,60.0,66.0,55.0,31.0,40.0,0.0,11.0,30.0,45.0,48.0,100.0,56.0,8792.0,0
7910,21.0,100.0,48.0,66.0,83.0,32.0,48.0,0.0,36.0,29.0,86.0,62.0,100.0,95.0,0.0,95.0,8793.0,0
7911,0.0,93.0,42.0,100.0,69.0,72.0,68.0,36.0,66.0,0.0,42.0,15.0,50.0,33.0,100.0,35.0,8794.0,0
7912,100.0,93.0,76.0,100.0,41.0,98.0,39.0,77.0,67.0,61.0,56.0,35.0,29.0,16.0,0.0,0.0,8795.0,0
7913,100.0,100.0,58.0,95.0,23.0,68.0,1.0,38.0,0.0,5.0,55.0,0.0,57.0,25.0,7.0,19.0,8796.0,0
7914,0.0,95.0,39.0,100.0,58.0,70.0,45.0,30.0,35.0,0.0,18.0,38.0,58.0,47.0,100.0,49.0,8797.0,0
7915,0.0,98.0,35.0,100.0,75.0,75.0,63.0,43.0,47.0,10.0,28.0,0.0,19.0,19.0,100.0,30.0,8798.0,0
7916,16.0,89.0,0.0,68.0,28.0,92.0,95.0,100.0,100.0,89.0,83.0,58.0,68.0,27.0,65.0,0.0,8799.0,0
7917,93.0,100.0,47.0,90.0,9.0,61.0,0.0,27.0,35.0,0.0,100.0,4.0,84.0,31.0,18.0,27.0,8800.0,0
7918,0.0,86.0,43.0,100.0,97.0,91.0,100.0,57.0,71.0,26.0,39.0,0.0,31.0,35.0,85.0,30.0,8801.0,0
7919,100.0,100.0,47.0,97.0,43.0,75.0,91.0,90.0,92.0,67.0,92.0,24.0,51.0,0.0,0.0,9.0,8802.0,0
7920,100.0,100.0,0.0,91.0,32.0,54.0,92.0,20.0,17.0,0.0,19.0,36.0,75.0,71.0,47.0,92.0,8803.0,0
7921,32.0,94.0,70.0,100.0,100.0,94.0,71.0,76.0,51.0,55.0,53.0,30.0,37.0,10.0,0.0,0.0,8804.0,0
7922,58.0,100.0,15.0,81.0,0.0,34.0,32.0,0.0,81.0,6.0,100.0,49.0,77.0,92.0,29.0,94.0,8805.0,0
7923,0.0,75.0,39.0,97.0,95.0,100.0,100.0,70.0,65.0,42.0,23.0,18.0,12.0,0.0,69.0,1.0,8806.0,0
7924,33.0,80.0,24.0,99.0,82.0,100.0,82.0,77.0,84.0,53.0,100.0,30.0,67.0,9.0,0.0,0.0,8808.0,0
7925,20.0,100.0,7.0,68.0,34.0,34.0,44.0,0.0,0.0,18.0,63.0,48.0,100.0,81.0,27.0,79.0,8809.0,0
7926,8.0,69.0,0.0,91.0,45.0,100.0,100.0,93.0,75.0,70.0,49.0,47.0,26.0,23.0,26.0,0.0,8810.0,0
7927,100.0,100.0,53.0,95.0,53.0,58.0,67.0,21.0,20.0,0.0,0.0,25.0,53.0,46.0,94.0,69.0,8811.0,0
7928,100.0,35.0,94.0,76.0,62.0,100.0,22.0,75.0,0.0,37.0,18.0,0.0,58.0,17.0,71.0,55.0,8812.0,0
7929,0.0,95.0,33.0,100.0,50.0,69.0,50.0,32.0,40.0,0.0,28.0,36.0,60.0,45.0,100.0,46.0,8813.0,0
7930,26.0,93.0,17.0,75.0,65.0,46.0,44.0,0.0,0.0,18.0,21.0,70.0,42.0,98.0,100.0,100.0,8814.0,0
7931,76.0,100.0,0.0,90.0,48.0,62.0,93.0,29.0,54.0,0.0,13.0,27.0,44.0,64.0,100.0,94.0,8815.0,0
7932,23.0,97.0,0.0,52.0,11.0,4.0,61.0,0.0,100.0,36.0,99.0,84.0,50.0,100.0,5.0,77.0,8816.0,0
7933,42.0,92.0,85.0,75.0,83.0,100.0,47.0,86.0,99.0,69.0,100.0,31.0,54.0,7.0,0.0,0.0,8817.0,0
7934,15.0,46.0,48.0,82.0,66.0,100.0,59.0,48.0,37.0,7.0,0.0,2.0,51.0,0.0,100.0,6.0,8818.0,0
7935,32.0,58.0,21.0,36.0,18.0,0.0,70.0,8.0,100.0,41.0,95.0,79.0,53.0,100.0,0.0,88.0,8819.0,0
7936,41.0,83.0,28.0,54.0,100.0,50.0,76.0,12.0,7.0,0.0,0.0,41.0,14.0,84.0,87.0,100.0,8820.0,0
7937,0.0,79.0,46.0,100.0,82.0,84.0,36.0,59.0,70.0,49.0,100.0,21.0,50.0,0.0,6.0,15.0,8821.0,0
7938,13.0,63.0,34.0,98.0,45.0,100.0,44.0,61.0,37.0,24.0,0.0,0.0,48.0,5.0,100.0,7.0,8822.0,0
7939,12.0,72.0,75.0,91.0,100.0,100.0,56.0,80.0,19.0,60.0,6.0,40.0,0.0,20.0,0.0,0.0,8823.0,0
7940,0.0,75.0,20.0,100.0,49.0,94.0,42.0,58.0,28.0,25.0,38.0,0.0,70.0,4.0,100.0,12.0,8824.0,0
7941,6.0,72.0,0.0,98.0,45.0,100.0,100.0,98.0,77.0,76.0,48.0,51.0,25.0,25.0,30.0,0.0,8825.0,0
7942,100.0,100.0,48.0,91.0,15.0,64.0,0.0,32.0,13.0,0.0,60.0,6.0,56.0,36.0,20.0,21.0,8826.0,0
7943,21.0,97.0,27.0,57.0,82.0,40.0,50.0,0.0,0.0,0.0,0.0,60.0,41.0,96.0,100.0,100.0,8827.0,0
7944,19.0,69.0,14.0,18.0,45.0,0.0,83.0,27.0,100.0,73.0,67.0,100.0,24.0,86.0,0.0,47.0,8828.0,0
7945,80.0,100.0,33.0,88.0,73.0,91.0,82.0,78.0,97.0,52.0,100.0,26.0,57.0,8.0,0.0,0.0,8829.0,0
7946,0.0,65.0,26.0,99.0,36.0,100.0,38.0,63.0,40.0,27.0,4.0,0.0,23.0,1.0,100.0,1.0,8831.0,0
7947,0.0,81.0,46.0,100.0,97.0,83.0,100.0,44.0,77.0,7.0,38.0,0.0,33.0,24.0,94.0,31.0,8832.0,0
7948,6.0,95.0,88.0,100.0,34.0,98.0,6.0,74.0,43.0,62.0,100.0,38.0,75.0,0.0,0.0,13.0,8833.0,0
7949,52.0,100.0,100.0,99.0,45.0,92.0,15.0,56.0,57.0,64.0,82.0,38.0,49.0,4.0,0.0,0.0,8834.0,0
7950,0.0,70.0,23.0,35.0,44.0,0.0,35.0,4.0,6.0,37.0,10.0,74.0,52.0,95.0,100.0,100.0,8835.0,0
7951,11.0,65.0,34.0,100.0,66.0,77.0,42.0,38.0,4.0,8.0,0.0,2.0,50.0,7.0,100.0,0.0,8836.0,0
7952,20.0,79.0,58.0,100.0,80.0,76.0,46.0,50.0,0.0,33.0,4.0,21.0,50.0,5.0,100.0,0.0,8837.0,0
7953,0.0,81.0,39.0,97.0,96.0,100.0,91.0,78.0,95.0,52.0,100.0,25.0,54.0,9.0,0.0,0.0,8838.0,0
7954,24.0,70.0,0.0,74.0,48.0,97.0,100.0,100.0,95.0,76.0,86.0,50.0,81.0,24.0,81.0,0.0,8841.0,0
7955,8.0,90.0,39.0,61.0,44.0,20.0,0.0,0.0,11.0,37.0,55.0,67.0,100.0,96.0,57.0,100.0,8843.0,0
7956,100.0,88.0,57.0,100.0,19.0,79.0,0.0,44.0,16.0,9.0,62.0,0.0,59.0,29.0,15.0,33.0,8844.0,0
7957,0.0,100.0,66.0,98.0,55.0,65.0,24.0,33.0,14.0,0.0,75.0,25.0,100.0,47.0,13.0,48.0,8845.0,0
7958,48.0,52.0,100.0,77.0,45.0,100.0,4.0,70.0,63.0,53.0,81.0,53.0,62.0,12.0,0.0,0.0,8846.0,0
7959,100.0,92.0,65.0,100.0,39.0,79.0,37.0,49.0,73.0,45.0,69.0,16.0,36.0,0.0,0.0,4.0,8847.0,0
7960,52.0,89.0,56.0,100.0,100.0,96.0,75.0,74.0,65.0,50.0,80.0,26.0,44.0,8.0,0.0,0.0,8848.0,0
7961,78.0,88.0,28.0,100.0,0.0,75.0,58.0,74.0,72.0,73.0,100.0,36.0,66.0,6.0,8.0,0.0,8849.0,0
7962,0.0,93.0,61.0,100.0,100.0,81.0,86.0,50.0,72.0,19.0,55.0,0.0,34.0,22.0,99.0,23.0,8850.0,0
7963,0.0,69.0,22.0,93.0,55.0,100.0,65.0,73.0,46.0,41.0,33.0,8.0,65.0,0.0,100.0,4.0,8851.0,0
7964,87.0,69.0,68.0,100.0,0.0,76.0,42.0,38.0,86.0,0.0,21.0,7.0,51.0,47.0,100.0,85.0,8852.0,0
7965,65.0,89.0,26.0,100.0,0.0,70.0,51.0,63.0,84.0,70.0,100.0,31.0,70.0,3.0,17.0,0.0,8854.0,0
7966,47.0,79.0,16.0,68.0,0.0,30.0,27.0,0.0,74.0,12.0,100.0,46.0,94.0,86.0,51.0,100.0,8855.0,0
7967,0.0,85.0,28.0,100.0,53.0,82.0,31.0,50.0,7.0,19.0,25.0,0.0,63.0,3.0,100.0,4.0,8856.0,0
7968,38.0,99.0,0.0,55.0,5.0,1.0,70.0,0.0,100.0,49.0,78.0,100.0,23.0,84.0,13.0,30.0,8857.0,0
7969,33.0,90.0,21.0,49.0,63.0,32.0,27.0,0.0,0.0,14.0,9.0,64.0,52.0,89.0,100.0,100.0,8858.0,0
7970,23.0,73.0,45.0,100.0,46.0,89.0,40.0,57.0,28.0,26.0,0.0,0.0,49.0,6.0,100.0,7.0,8859.0,0
7971,22.0,87.0,0.0,71.0,21.0,98.0,100.0,100.0,97.0,83.0,76.0,53.0,58.0,22.0,36.0,0.0,8860.0,0
7972,23.0,38.0,42.0,82.0,54.0,100.0,46.0,49.0,33.0,0.0,0.0,2.0,49.0,0.0,100.0,0.0,8862.0,0
7973,38.0,73.0,53.0,100.0,96.0,97.0,75.0,61.0,100.0,44.0,83.0,9.0,39.0,0.0,0.0,15.0,8863.0,0
7974,27.0,94.0,15.0,45.0,36.0,0.0,82.0,7.0,100.0,52.0,81.0,98.0,32.0,100.0,0.0,62.0,8864.0,0
7975,0.0,92.0,40.0,100.0,100.0,86.0,91.0,45.0,65.0,6.0,30.0,0.0,21.0,30.0,92.0,36.0,8866.0,0
7976,16.0,72.0,46.0,100.0,85.0,97.0,72.0,60.0,100.0,46.0,86.0,13.0,43.0,0.0,0.0,9.0,8867.0,0
7977,0.0,22.0,30.0,40.0,56.0,67.0,80.0,95.0,100.0,100.0,92.0,66.0,85.0,34.0,80.0,0.0,8868.0,0
7978,3.0,96.0,0.0,45.0,16.0,0.0,67.0,8.0,100.0,46.0,98.0,93.0,48.0,100.0,14.0,67.0,8869.0,0
7979,0.0,60.0,5.0,56.0,52.0,79.0,100.0,100.0,81.0,75.0,67.0,50.0,57.0,24.0,71.0,0.0,8870.0,0
7980,0.0,82.0,32.0,100.0,55.0,67.0,52.0,21.0,41.0,0.0,16.0,36.0,58.0,47.0,100.0,48.0,8871.0,0
7981,100.0,94.0,44.0,100.0,41.0,64.0,89.0,78.0,90.0,73.0,90.0,31.0,52.0,0.0,0.0,7.0,8872.0,0
7982,74.0,73.0,31.0,61.0,47.0,91.0,93.0,100.0,100.0,68.0,83.0,35.0,50.0,8.0,0.0,0.0,8873.0,0
7983,100.0,100.0,77.0,76.0,49.0,53.0,26.0,30.0,20.0,6.0,77.0,0.0,51.0,17.0,0.0,10.0,8874.0,0
7984,5.0,99.0,85.0,100.0,82.0,62.0,40.0,26.0,24.0,0.0,100.0,25.0,96.0,46.0,0.0,47.0,8875.0,0
7985,98.0,100.0,34.0,77.0,0.0,37.0,20.0,0.0,89.0,0.0,100.0,37.0,36.0,51.0,6.0,49.0,8876.0,0
7986,3.0,98.0,51.0,100.0,66.0,63.0,59.0,22.0,38.0,0.0,0.0,25.0,49.0,34.0,100.0,38.0,8877.0,0
7987,24.0,100.0,0.0,79.0,59.0,42.0,98.0,0.0,74.0,0.0,91.0,45.0,100.0,91.0,13.0,93.0,8878.0,0
7988,100.0,100.0,73.0,90.0,55.0,75.0,55.0,60.0,36.0,45.0,18.0,30.0,0.0,15.0,0.0,0.0,8879.0,0
7989,22.0,71.0,44.0,100.0,56.0,74.0,32.0,32.0,0.0,0.0,18.0,15.0,59.0,24.0,100.0,38.0,8880.0,0
7990,58.0,100.0,17.0,78.0,0.0,37.0,18.0,0.0,70.0,4.0,100.0,38.0,83.0,78.0,35.0,83.0,8881.0,0
7991,100.0,68.0,62.0,100.0,2.0,85.0,40.0,58.0,88.0,85.0,94.0,35.0,62.0,4.0,0.0,0.0,8883.0,0
7992,0.0,81.0,31.0,100.0,60.0,80.0,61.0,31.0,50.0,0.0,29.0,37.0,64.0,45.0,100.0,48.0,8884.0,0
7993,25.0,55.0,74.0,63.0,65.0,100.0,1.0,75.0,25.0,43.0,100.0,66.0,49.0,34.0,0.0,0.0,8885.0,0
7994,0.0,97.0,48.0,97.0,100.0,100.0,67.0,68.0,39.0,35.0,23.0,0.0,7.0,22.0,60.0,33.0,8886.0,0
7995,11.0,94.0,0.0,48.0,23.0,6.0,72.0,0.0,100.0,36.0,84.0,80.0,39.0,100.0,5.0,69.0,8887.0,0
7996,12.0,96.0,12.0,52.0,62.0,32.0,20.0,0.0,0.0,32.0,4.0,78.0,36.0,99.0,100.0,100.0,8888.0,0
7997,0.0,100.0,10.0,68.0,55.0,32.0,18.0,0.0,4.0,30.0,57.0,63.0,100.0,98.0,10.0,98.0,8889.0,0
7998,100.0,100.0,57.0,85.0,27.0,63.0,5.0,39.0,0.0,14.0,35.0,0.0,66.0,20.0,27.0,29.0,8890.0,0
7999,0.0,68.0,16.0,100.0,51.0,90.0,35.0,53.0,7.0,19.0,8.0,1.0,58.0,0.0,100.0,17.0,8891.0,0
8000,100.0,68.0,75.0,100.0,28.0,83.0,44.0,42.0,49.0,0.0,0.0,4.0,31.0,40.0,90.0,59.0,8892.0,0
8001,12.0,96.0,49.0,100.0,55.0,66.0,35.0,32.0,9.0,0.0,0.0,31.0,49.0,38.0,100.0,40.0,8894.0,0
8002,0.0,89.0,39.0,95.0,100.0,100.0,100.0,78.0,74.0,40.0,57.0,0.0,28.0,4.0,69.0,17.0,8895.0,0
8003,7.0,80.0,39.0,100.0,78.0,92.0,65.0,58.0,100.0,48.0,85.0,16.0,43.0,0.0,0.0,12.0,8897.0,0
8004,56.0,99.0,18.0,67.0,0.0,27.0,33.0,0.0,84.0,22.0,100.0,61.0,82.0,99.0,32.0,100.0,8898.0,0
8005,59.0,49.0,48.0,85.0,100.0,100.0,95.0,58.0,55.0,23.0,0.0,2.0,21.0,13.0,82.0,0.0,8899.0,0
8006,27.0,70.0,36.0,100.0,66.0,81.0,57.0,44.0,30.0,10.0,0.0,4.0,48.0,5.0,100.0,0.0,8900.0,0
8007,100.0,87.0,19.0,100.0,17.0,67.0,92.0,39.0,75.0,0.0,0.0,20.0,29.0,60.0,94.0,92.0,8901.0,0
8008,0.0,15.0,32.0,39.0,66.0,68.0,96.0,99.0,100.0,100.0,81.0,67.0,65.0,34.0,52.0,0.0,8902.0,0
8009,35.0,75.0,58.0,100.0,82.0,83.0,64.0,51.0,100.0,37.0,74.0,8.0,33.0,0.0,0.0,11.0,8903.0,0
8010,65.0,100.0,17.0,83.0,52.0,40.0,60.0,0.0,0.0,24.0,34.0,65.0,100.0,93.0,66.0,99.0,8904.0,0
8011,42.0,87.0,100.0,100.0,54.0,83.0,12.0,53.0,53.0,62.0,87.0,41.0,56.0,6.0,0.0,0.0,8905.0,0
8012,100.0,90.0,97.0,100.0,68.0,74.0,45.0,47.0,35.0,20.0,77.0,1.0,61.0,18.0,0.0,0.0,8906.0,0
8013,100.0,100.0,4.0,85.0,92.0,59.0,99.0,21.0,11.0,0.0,0.0,32.0,73.0,62.0,49.0,86.0,8907.0,0
8014,21.0,62.0,45.0,100.0,45.0,96.0,49.0,53.0,51.0,11.0,0.0,0.0,56.0,5.0,100.0,0.0,8908.0,0
8015,81.0,87.0,37.0,100.0,9.0,73.0,74.0,74.0,78.0,71.0,100.0,32.0,68.0,3.0,0.0,0.0,8909.0,0
8016,0.0,81.0,26.0,100.0,62.0,100.0,67.0,74.0,59.0,50.0,47.0,24.0,61.0,3.0,100.0,0.0,8910.0,0
8017,45.0,100.0,34.0,60.0,47.0,24.0,16.0,0.0,0.0,38.0,20.0,73.0,59.0,85.0,100.0,86.0,8911.0,0
8018,37.0,61.0,0.0,70.0,22.0,92.0,60.0,100.0,91.0,85.0,100.0,57.0,91.0,28.0,80.0,0.0,8913.0,0
8019,15.0,82.0,42.0,100.0,70.0,85.0,63.0,63.0,100.0,48.0,82.0,17.0,39.0,0.0,0.0,13.0,8914.0,0
8020,95.0,66.0,100.0,100.0,40.0,98.0,29.0,61.0,34.0,23.0,0.0,0.0,11.0,34.0,73.0,56.0,8915.0,0
8021,87.0,73.0,57.0,100.0,12.0,87.0,0.0,41.0,27.0,4.0,73.0,0.0,100.0,38.0,94.0,67.0,8916.0,0
8022,23.0,75.0,77.0,98.0,100.0,100.0,42.0,88.0,23.0,50.0,84.0,46.0,62.0,10.0,0.0,0.0,8917.0,0
8023,100.0,100.0,59.0,81.0,25.0,53.0,6.0,22.0,38.0,0.0,88.0,17.0,42.0,24.0,0.0,9.0,8918.0,0
8024,33.0,88.0,0.0,51.0,5.0,0.0,69.0,4.0,100.0,50.0,85.0,100.0,28.0,89.0,11.0,39.0,8919.0,0
8025,100.0,100.0,96.0,99.0,84.0,82.0,69.0,65.0,51.0,49.0,35.0,32.0,18.0,15.0,0.0,0.0,8920.0,0
8026,0.0,93.0,45.0,100.0,81.0,71.0,81.0,32.0,69.0,0.0,21.0,25.0,35.0,31.0,100.0,34.0,8922.0,0
8027,0.0,62.0,30.0,95.0,36.0,100.0,34.0,64.0,41.0,29.0,0.0,2.0,16.0,4.0,100.0,0.0,8923.0,0
8028,100.0,100.0,55.0,100.0,22.0,89.0,0.0,59.0,35.0,61.0,69.0,44.0,54.0,12.0,13.0,0.0,8924.0,0
8029,61.0,79.0,98.0,79.0,73.0,100.0,53.0,78.0,100.0,67.0,84.0,37.0,44.0,16.0,0.0,0.0,8925.0,0
8030,26.0,88.0,49.0,100.0,56.0,74.0,32.0,45.0,0.0,21.0,24.0,5.0,67.0,0.0,100.0,23.0,8926.0,0
8031,49.0,92.0,8.0,61.0,0.0,16.0,56.0,0.0,97.0,35.0,100.0,81.0,51.0,100.0,28.0,60.0,8927.0,0
8032,66.0,100.0,18.0,75.0,36.0,35.0,27.0,0.0,0.0,28.0,48.0,60.0,100.0,91.0,39.0,98.0,8928.0,0
8033,46.0,85.0,80.0,100.0,83.0,70.0,52.0,48.0,100.0,39.0,91.0,10.0,43.0,0.0,0.0,6.0,8929.0,0
8034,12.0,60.0,0.0,28.0,29.0,0.0,74.0,10.0,100.0,41.0,94.0,79.0,56.0,100.0,16.0,84.0,8930.0,0
8035,19.0,81.0,0.0,39.0,22.0,0.0,77.0,17.0,100.0,57.0,85.0,100.0,33.0,98.0,28.0,56.0,8932.0,0
8036,5.0,96.0,72.0,100.0,69.0,74.0,51.0,37.0,49.0,0.0,0.0,27.0,48.0,36.0,100.0,39.0,8933.0,0
8037,39.0,78.0,45.0,44.0,44.0,2.0,0.0,0.0,39.0,37.0,95.0,70.0,100.0,100.0,29.0,78.0,8934.0,0
8038,100.0,100.0,63.0,81.0,33.0,61.0,9.0,40.0,0.0,17.0,23.0,0.0,44.0,20.0,5.0,16.0,8935.0,0
8039,100.0,71.0,80.0,100.0,24.0,83.0,40.0,48.0,57.0,12.0,0.0,0.0,11.0,33.0,78.0,56.0,8936.0,0
8040,100.0,95.0,75.0,100.0,52.0,80.0,54.0,47.0,83.0,33.0,63.0,9.0,32.0,0.0,0.0,0.0,8937.0,0
8041,13.0,73.0,46.0,100.0,56.0,67.0,40.0,32.0,13.0,0.0,0.0,7.0,49.0,8.0,100.0,6.0,8938.0,0
8042,29.0,90.0,77.0,100.0,92.0,80.0,44.0,59.0,64.0,45.0,100.0,19.0,53.0,2.0,0.0,0.0,8939.0,0
8043,40.0,94.0,0.0,51.0,6.0,0.0,71.0,5.0,100.0,52.0,77.0,100.0,18.0,82.0,6.0,32.0,8940.0,0
8044,26.0,98.0,14.0,82.0,0.0,37.0,32.0,0.0,91.0,14.0,100.0,59.0,71.0,100.0,25.0,99.0,8941.0,0
8045,16.0,75.0,0.0,41.0,27.0,5.0,77.0,0.0,100.0,37.0,85.0,78.0,43.0,100.0,7.0,71.0,8942.0,0
8046,0.0,53.0,28.0,58.0,64.0,79.0,100.0,100.0,81.0,77.0,58.0,52.0,37.0,26.0,19.0,0.0,8943.0,0
8047,72.0,92.0,19.0,100.0,32.0,58.0,89.0,78.0,91.0,83.0,100.0,39.0,72.0,0.0,0.0,8.0,8944.0,0
8048,99.0,88.0,48.0,100.0,32.0,70.0,85.0,86.0,88.0,68.0,100.0,27.0,60.0,0.0,0.0,4.0,8945.0,0
8049,13.0,79.0,35.0,100.0,58.0,77.0,37.0,41.0,0.0,12.0,4.0,13.0,55.0,0.0,100.0,12.0,8946.0,0
8050,0.0,99.0,58.0,100.0,66.0,68.0,49.0,34.0,31.0,0.0,14.0,18.0,39.0,36.0,100.0,41.0,8948.0,0
8051,100.0,99.0,52.0,100.0,42.0,65.0,41.0,29.0,11.0,0.0,0.0,30.0,40.0,58.0,100.0,70.0,8949.0,0
8052,44.0,78.0,73.0,100.0,100.0,86.0,81.0,60.0,98.0,38.0,94.0,12.0,48.0,0.0,0.0,3.0,8950.0,0
8053,0.0,75.0,23.0,96.0,68.0,100.0,100.0,86.0,72.0,62.0,77.0,33.0,50.0,12.0,10.0,0.0,8951.0,0
8054,32.0,88.0,11.0,55.0,17.0,9.0,72.0,0.0,100.0,40.0,91.0,86.0,37.0,100.0,0.0,67.0,8952.0,0
8055,27.0,100.0,0.0,66.0,6.0,28.0,45.0,0.0,100.0,20.0,100.0,57.0,76.0,92.0,21.0,90.0,8953.0,0
8056,0.0,84.0,28.0,100.0,43.0,75.0,29.0,45.0,12.0,15.0,28.0,0.0,64.0,2.0,100.0,7.0,8954.0,0
8057,74.0,62.0,100.0,100.0,32.0,99.0,23.0,62.0,88.0,84.0,90.0,54.0,68.0,11.0,0.0,0.0,8956.0,0
8058,82.0,86.0,54.0,100.0,32.0,66.0,93.0,75.0,97.0,79.0,100.0,37.0,70.0,0.0,0.0,7.0,8957.0,0
8059,48.0,88.0,82.0,100.0,100.0,77.0,67.0,55.0,99.0,35.0,93.0,11.0,47.0,1.0,0.0,0.0,8958.0,0
8060,0.0,30.0,24.0,54.0,52.0,77.0,78.0,100.0,100.0,99.0,88.0,66.0,74.0,33.0,64.0,0.0,8959.0,0
8061,100.0,97.0,47.0,100.0,35.0,69.0,67.0,37.0,57.0,4.0,0.0,0.0,22.0,30.0,66.0,56.0,8960.0,0
8062,67.0,86.0,100.0,100.0,79.0,83.0,58.0,67.0,38.0,50.0,21.0,33.0,4.0,17.0,0.0,0.0,8961.0,0
8063,61.0,97.0,21.0,90.0,0.0,43.0,22.0,0.0,73.0,12.0,100.0,55.0,78.0,100.0,26.0,94.0,8962.0,0
8064,59.0,79.0,92.0,70.0,76.0,100.0,66.0,82.0,100.0,59.0,82.0,19.0,44.0,0.0,0.0,1.0,8963.0,0
8065,100.0,87.0,86.0,100.0,41.0,76.0,9.0,49.0,0.0,18.0,46.0,0.0,78.0,22.0,15.0,26.0,8964.0,0
8066,0.0,55.0,23.0,90.0,35.0,100.0,28.0,51.0,11.0,8.0,5.0,0.0,52.0,1.0,100.0,1.0,8965.0,0
8067,0.0,88.0,27.0,100.0,49.0,74.0,39.0,41.0,16.0,16.0,36.0,4.0,68.0,0.0,100.0,0.0,8966.0,0
8068,0.0,55.0,33.0,83.0,60.0,100.0,53.0,67.0,46.0,34.0,30.0,1.0,40.0,1.0,100.0,0.0,8967.0,0
8069,6.0,100.0,60.0,98.0,62.0,56.0,35.0,15.0,45.0,0.0,100.0,26.0,69.0,40.0,0.0,38.0,8968.0,0
8070,4.0,77.0,54.0,100.0,53.0,97.0,53.0,56.0,52.0,15.0,0.0,0.0,51.0,4.0,100.0,9.0,8969.0,0
8071,33.0,76.0,41.0,100.0,57.0,71.0,34.0,37.0,0.0,14.0,25.0,16.0,65.0,0.0,100.0,17.0,8970.0,0
8072,56.0,73.0,35.0,83.0,0.0,91.0,39.0,100.0,79.0,91.0,100.0,63.0,96.0,31.0,81.0,0.0,8971.0,0
8073,98.0,96.0,52.0,96.0,74.0,64.0,97.0,100.0,97.0,70.0,100.0,28.0,62.0,0.0,0.0,14.0,8972.0,0
8074,100.0,95.0,52.0,100.0,58.0,58.0,59.0,14.0,1.0,0.0,0.0,29.0,52.0,55.0,98.0,75.0,8973.0,0
8075,67.0,100.0,24.0,79.0,0.0,51.0,0.0,20.0,43.0,0.0,100.0,6.0,88.0,28.0,29.0,30.0,8975.0,0
8076,27.0,96.0,0.0,65.0,4.0,24.0,53.0,0.0,94.0,29.0,100.0,71.0,62.0,100.0,9.0,83.0,8976.0,0
8077,66.0,100.0,26.0,99.0,42.0,77.0,86.0,95.0,87.0,64.0,100.0,25.0,60.0,0.0,0.0,1.0,8978.0,0
8078,0.0,52.0,39.0,67.0,76.0,84.0,100.0,100.0,89.0,75.0,78.0,49.0,65.0,24.0,52.0,0.0,8979.0,0
8079,100.0,99.0,53.0,100.0,21.0,90.0,0.0,62.0,42.0,62.0,70.0,39.0,55.0,10.0,14.0,0.0,8982.0,0
8080,0.0,75.0,46.0,58.0,67.0,22.0,21.0,0.0,29.0,36.0,74.0,67.0,100.0,100.0,36.0,86.0,8983.0,0
8081,0.0,70.0,34.0,93.0,82.0,100.0,93.0,72.0,67.0,44.0,33.0,20.0,49.0,3.0,100.0,0.0,8984.0,0
8082,1.0,72.0,20.0,100.0,42.0,73.0,32.0,37.0,5.0,6.0,0.0,2.0,51.0,1.0,100.0,0.0,8985.0,0
8083,100.0,100.0,55.0,78.0,26.0,52.0,9.0,25.0,25.0,0.0,86.0,15.0,64.0,35.0,0.0,21.0,8986.0,0
8084,0.0,94.0,41.0,100.0,64.0,78.0,49.0,39.0,38.0,0.0,23.0,38.0,48.0,58.0,100.0,56.0,8987.0,0
8085,18.0,72.0,68.0,49.0,65.0,13.0,0.0,0.0,21.0,35.0,63.0,67.0,100.0,100.0,37.0,84.0,8988.0,0
8086,13.0,69.0,37.0,100.0,52.0,73.0,32.0,37.0,0.0,9.0,15.0,12.0,59.0,0.0,100.0,5.0,8989.0,0
8087,21.0,83.0,20.0,100.0,0.0,49.0,18.0,1.0,82.0,0.0,100.0,49.0,66.0,93.0,3.0,89.0,8990.0,0
8088,16.0,98.0,10.0,90.0,0.0,42.0,27.0,0.0,85.0,9.0,100.0,55.0,69.0,98.0,11.0,100.0,8991.0,0
8089,16.0,74.0,0.0,50.0,25.0,0.0,76.0,3.0,100.0,52.0,74.0,99.0,21.0,100.0,0.0,51.0,8992.0,0
8090,35.0,87.0,75.0,100.0,88.0,85.0,69.0,62.0,100.0,40.0,88.0,17.0,45.0,6.0,0.0,0.0,8993.0,0
8091,24.0,64.0,42.0,100.0,42.0,92.0,42.0,52.0,42.0,13.0,0.0,2.0,46.0,1.0,100.0,0.0,8994.0,0
